id,variety
58344,Merlot
58345,Red Blend
58346,Cabernet Sauvignon
58347,Cabernet Sauvignon
58348,Rosé
58349,Pinot Noir
58350,Sauvignon Blanc
58351,Chardonnay
58352,Red Blend
58353,Pinot Noir
58354,Merlot
58355,Syrah
58356,Cabernet Sauvignon
58357,Red Blend
58358,Pinot Noir
58359,Sauvignon Blanc
58360,Sauvignon Blanc
58361,Riesling
58362,Rosé
58363,Chardonnay
58364,Sauvignon Blanc
58365,Cabernet Sauvignon
58366,Syrah
58367,Cabernet Sauvignon
58368,Merlot
58369,Merlot
58370,Bordeaux-style Red Blend
58371,Chardonnay
58372,Bordeaux-style Red Blend
58373,Merlot
58374,Pinot Noir
58375,Chardonnay
58376,Riesling
58377,Sauvignon Blanc
58378,Rosé
58379,Pinot Noir
58380,Chardonnay
58381,Red Blend
58382,Sauvignon Blanc
58383,Cabernet Sauvignon
58384,Merlot
58385,Cabernet Sauvignon
58386,Riesling
58387,Rosé
58388,Rosé
58389,Pinot Noir
58390,Pinot Noir
58391,Merlot
58392,Syrah
58393,Sauvignon Blanc
58394,Sauvignon Blanc
58395,Riesling
58396,Pinot Noir
58397,Bordeaux-style Red Blend
58398,Sauvignon Blanc
58399,Bordeaux-style Red Blend
58400,Chardonnay
58401,Bordeaux-style Red Blend
58402,Rosé
58403,Sauvignon Blanc
58404,Rosé
58405,Syrah
58406,Bordeaux-style Red Blend
58407,Cabernet Sauvignon
58408,Riesling
58409,Cabernet Sauvignon
58410,Merlot
58411,Sauvignon Blanc
58412,Syrah
58413,Red Blend
58414,Riesling
58415,Red Blend
58416,Sauvignon Blanc
58417,Riesling
58418,Syrah
58419,Red Blend
58420,Rosé
58421,Rosé
58422,Syrah
58423,Cabernet Sauvignon
58424,Bordeaux-style Red Blend
58425,Sauvignon Blanc
58426,Merlot
58427,Syrah
58428,Sauvignon Blanc
58429,Chardonnay
58430,Bordeaux-style Red Blend
58431,Bordeaux-style Red Blend
58432,Syrah
58433,Bordeaux-style Red Blend
58434,Syrah
58435,Syrah
58436,Cabernet Sauvignon
58437,Bordeaux-style Red Blend
58438,Pinot Noir
58439,Rosé
58440,Riesling
58441,Merlot
58442,Syrah
58443,Bordeaux-style Red Blend
58444,Red Blend
58445,Red Blend
58446,Rosé
58447,Merlot
58448,Rosé
58449,Riesling
58450,Rosé
58451,Pinot Noir
58452,Bordeaux-style Red Blend
58453,Red Blend
58454,Riesling
58455,Sauvignon Blanc
58456,Chardonnay
58457,Rosé
58458,Merlot
58459,Bordeaux-style Red Blend
58460,Bordeaux-style Red Blend
58461,Chardonnay
58462,Cabernet Sauvignon
58463,Cabernet Sauvignon
58464,Rosé
58465,Merlot
58466,Rosé
58467,Chardonnay
58468,Pinot Noir
58469,Cabernet Sauvignon
58470,Riesling
58471,Pinot Noir
58472,Sauvignon Blanc
58473,Merlot
58474,Pinot Noir
58475,Riesling
58476,Red Blend
58477,Sauvignon Blanc
58478,Cabernet Sauvignon
58479,Bordeaux-style Red Blend
58480,Chardonnay
58481,Pinot Noir
58482,Bordeaux-style Red Blend
58483,Riesling
58484,Chardonnay
58485,Sauvignon Blanc
58486,Sauvignon Blanc
58487,Chardonnay
58488,Sauvignon Blanc
58489,Cabernet Sauvignon
58490,Merlot
58491,Merlot
58492,Pinot Noir
58493,Cabernet Sauvignon
58494,Red Blend
58495,Merlot
58496,Red Blend
58497,Cabernet Sauvignon
58498,Riesling
58499,Merlot
58500,Merlot
58501,Merlot
58502,Riesling
58503,Bordeaux-style Red Blend
58504,Rosé
58505,Syrah
58506,Sauvignon Blanc
58507,Syrah
58508,Syrah
58509,Sauvignon Blanc
58510,Chardonnay
58511,Syrah
58512,Merlot
58513,Sauvignon Blanc
58514,Sauvignon Blanc
58515,Chardonnay
58516,Pinot Noir
58517,Sauvignon Blanc
58518,Merlot
58519,Merlot
58520,Pinot Noir
58521,Sauvignon Blanc
58522,Red Blend
58523,Merlot
58524,Red Blend
58525,Syrah
58526,Bordeaux-style Red Blend
58527,Syrah
58528,Syrah
58529,Merlot
58530,Rosé
58531,Merlot
58532,Pinot Noir
58533,Sauvignon Blanc
58534,Merlot
58535,Rosé
58536,Riesling
58537,Cabernet Sauvignon
58538,Pinot Noir
58539,Syrah
58540,Merlot
58541,Pinot Noir
58542,Rosé
58543,Pinot Noir
58544,Merlot
58545,Chardonnay
58546,Chardonnay
58547,Chardonnay
58548,Riesling
58549,Bordeaux-style Red Blend
58550,Syrah
58551,Pinot Noir
58552,Chardonnay
58553,Pinot Noir
58554,Bordeaux-style Red Blend
58555,Chardonnay
58556,Bordeaux-style Red Blend
58557,Sauvignon Blanc
58558,Merlot
58559,Riesling
58560,Red Blend
58561,Merlot
58562,Merlot
58563,Syrah
58564,Cabernet Sauvignon
58565,Cabernet Sauvignon
58566,Syrah
58567,Riesling
58568,Rosé
58569,Sauvignon Blanc
58570,Merlot
58571,Riesling
58572,Riesling
58573,Sauvignon Blanc
58574,Bordeaux-style Red Blend
58575,Red Blend
58576,Merlot
58577,Cabernet Sauvignon
58578,Cabernet Sauvignon
58579,Red Blend
58580,Bordeaux-style Red Blend
58581,Red Blend
58582,Pinot Noir
58583,Syrah
58584,Bordeaux-style Red Blend
58585,Syrah
58586,Chardonnay
58587,Merlot
58588,Merlot
58589,Sauvignon Blanc
58590,Sauvignon Blanc
58591,Bordeaux-style Red Blend
58592,Merlot
58593,Cabernet Sauvignon
58594,Red Blend
58595,Bordeaux-style Red Blend
58596,Rosé
58597,Rosé
58598,Merlot
58599,Pinot Noir
58600,Chardonnay
58601,Red Blend
58602,Chardonnay
58603,Cabernet Sauvignon
58604,Chardonnay
58605,Rosé
58606,Sauvignon Blanc
58607,Syrah
58608,Sauvignon Blanc
58609,Cabernet Sauvignon
58610,Rosé
58611,Pinot Noir
58612,Rosé
58613,Bordeaux-style Red Blend
58614,Pinot Noir
58615,Sauvignon Blanc
58616,Bordeaux-style Red Blend
58617,Pinot Noir
58618,Merlot
58619,Pinot Noir
58620,Bordeaux-style Red Blend
58621,Pinot Noir
58622,Syrah
58623,Merlot
58624,Bordeaux-style Red Blend
58625,Bordeaux-style Red Blend
58626,Rosé
58627,Chardonnay
58628,Sauvignon Blanc
58629,Riesling
58630,Chardonnay
58631,Rosé
58632,Bordeaux-style Red Blend
58633,Syrah
58634,Sauvignon Blanc
58635,Red Blend
58636,Sauvignon Blanc
58637,Red Blend
58638,Sauvignon Blanc
58639,Chardonnay
58640,Cabernet Sauvignon
58641,Riesling
58642,Cabernet Sauvignon
58643,Rosé
58644,Merlot
58645,Cabernet Sauvignon
58646,Riesling
58647,Merlot
58648,Sauvignon Blanc
58649,Chardonnay
58650,Syrah
58651,Riesling
58652,Red Blend
58653,Pinot Noir
58654,Bordeaux-style Red Blend
58655,Syrah
58656,Pinot Noir
58657,Bordeaux-style Red Blend
58658,Riesling
58659,Cabernet Sauvignon
58660,Bordeaux-style Red Blend
58661,Syrah
58662,Syrah
58663,Sauvignon Blanc
58664,Bordeaux-style Red Blend
58665,Syrah
58666,Bordeaux-style Red Blend
58667,Chardonnay
58668,Cabernet Sauvignon
58669,Riesling
58670,Sauvignon Blanc
58671,Chardonnay
58672,Red Blend
58673,Cabernet Sauvignon
58674,Chardonnay
58675,Sauvignon Blanc
58676,Red Blend
58677,Syrah
58678,Pinot Noir
58679,Merlot
58680,Pinot Noir
58681,Syrah
58682,Syrah
58683,Cabernet Sauvignon
58684,Pinot Noir
58685,Merlot
58686,Rosé
58687,Rosé
58688,Rosé
58689,Cabernet Sauvignon
58690,Riesling
58691,Syrah
58692,Riesling
58693,Sauvignon Blanc
58694,Pinot Noir
58695,Red Blend
58696,Bordeaux-style Red Blend
58697,Riesling
58698,Syrah
58699,Chardonnay
58700,Pinot Noir
58701,Red Blend
58702,Pinot Noir
58703,Rosé
58704,Cabernet Sauvignon
58705,Chardonnay
58706,Pinot Noir
58707,Red Blend
58708,Rosé
58709,Riesling
58710,Syrah
58711,Merlot
58712,Rosé
58713,Cabernet Sauvignon
58714,Cabernet Sauvignon
58715,Syrah
58716,Rosé
58717,Riesling
58718,Sauvignon Blanc
58719,Pinot Noir
58720,Cabernet Sauvignon
58721,Red Blend
58722,Sauvignon Blanc
58723,Riesling
58724,Syrah
58725,Riesling
58726,Bordeaux-style Red Blend
58727,Rosé
58728,Pinot Noir
58729,Sauvignon Blanc
58730,Pinot Noir
58731,Red Blend
58732,Rosé
58733,Cabernet Sauvignon
58734,Bordeaux-style Red Blend
58735,Chardonnay
58736,Merlot
58737,Bordeaux-style Red Blend
58738,Riesling
58739,Merlot
58740,Sauvignon Blanc
58741,Cabernet Sauvignon
58742,Rosé
58743,Bordeaux-style Red Blend
58744,Rosé
58745,Riesling
58746,Merlot
58747,Pinot Noir
58748,Rosé
58749,Cabernet Sauvignon
58750,Pinot Noir
58751,Chardonnay
58752,Sauvignon Blanc
58753,Riesling
58754,Pinot Noir
58755,Bordeaux-style Red Blend
58756,Chardonnay
58757,Chardonnay
58758,Merlot
58759,Sauvignon Blanc
58760,Pinot Noir
58761,Chardonnay
58762,Cabernet Sauvignon
58763,Red Blend
58764,Rosé
58765,Riesling
58766,Cabernet Sauvignon
58767,Chardonnay
58768,Sauvignon Blanc
58769,Rosé
58770,Red Blend
58771,Sauvignon Blanc
58772,Red Blend
58773,Riesling
58774,Bordeaux-style Red Blend
58775,Riesling
58776,Red Blend
58777,Rosé
58778,Rosé
58779,Merlot
58780,Rosé
58781,Cabernet Sauvignon
58782,Sauvignon Blanc
58783,Pinot Noir
58784,Bordeaux-style Red Blend
58785,Syrah
58786,Rosé
58787,Red Blend
58788,Red Blend
58789,Merlot
58790,Rosé
58791,Rosé
58792,Cabernet Sauvignon
58793,Riesling
58794,Sauvignon Blanc
58795,Cabernet Sauvignon
58796,Cabernet Sauvignon
58797,Syrah
58798,Bordeaux-style Red Blend
58799,Pinot Noir
58800,Chardonnay
58801,Cabernet Sauvignon
58802,Red Blend
58803,Bordeaux-style Red Blend
58804,Pinot Noir
58805,Syrah
58806,Riesling
58807,Merlot
58808,Syrah
58809,Syrah
58810,Pinot Noir
58811,Rosé
58812,Bordeaux-style Red Blend
58813,Cabernet Sauvignon
58814,Cabernet Sauvignon
58815,Rosé
58816,Sauvignon Blanc
58817,Riesling
58818,Syrah
58819,Sauvignon Blanc
58820,Cabernet Sauvignon
58821,Cabernet Sauvignon
58822,Syrah
58823,Red Blend
58824,Sauvignon Blanc
58825,Bordeaux-style Red Blend
58826,Merlot
58827,Syrah
58828,Rosé
58829,Merlot
58830,Sauvignon Blanc
58831,Rosé
58832,Rosé
58833,Rosé
58834,Merlot
58835,Syrah
58836,Merlot
58837,Merlot
58838,Pinot Noir
58839,Pinot Noir
58840,Red Blend
58841,Riesling
58842,Syrah
58843,Merlot
58844,Merlot
58845,Chardonnay
58846,Sauvignon Blanc
58847,Bordeaux-style Red Blend
58848,Pinot Noir
58849,Rosé
58850,Chardonnay
58851,Pinot Noir
58852,Bordeaux-style Red Blend
58853,Cabernet Sauvignon
58854,Sauvignon Blanc
58855,Red Blend
58856,Chardonnay
58857,Chardonnay
58858,Chardonnay
58859,Riesling
58860,Merlot
58861,Bordeaux-style Red Blend
58862,Merlot
58863,Pinot Noir
58864,Chardonnay
58865,Cabernet Sauvignon
58866,Pinot Noir
58867,Chardonnay
58868,Sauvignon Blanc
58869,Riesling
58870,Pinot Noir
58871,Red Blend
58872,Bordeaux-style Red Blend
58873,Riesling
58874,Riesling
58875,Syrah
58876,Red Blend
58877,Sauvignon Blanc
58878,Bordeaux-style Red Blend
58879,Bordeaux-style Red Blend
58880,Cabernet Sauvignon
58881,Chardonnay
58882,Chardonnay
58883,Rosé
58884,Chardonnay
58885,Bordeaux-style Red Blend
58886,Chardonnay
58887,Riesling
58888,Bordeaux-style Red Blend
58889,Sauvignon Blanc
58890,Cabernet Sauvignon
58891,Red Blend
58892,Cabernet Sauvignon
58893,Pinot Noir
58894,Pinot Noir
58895,Red Blend
58896,Cabernet Sauvignon
58897,Red Blend
58898,Rosé
58899,Cabernet Sauvignon
58900,Rosé
58901,Chardonnay
58902,Pinot Noir
58903,Pinot Noir
58904,Cabernet Sauvignon
58905,Red Blend
58906,Bordeaux-style Red Blend
58907,Syrah
58908,Riesling
58909,Syrah
58910,Red Blend
58911,Bordeaux-style Red Blend
58912,Pinot Noir
58913,Rosé
58914,Bordeaux-style Red Blend
58915,Chardonnay
58916,Sauvignon Blanc
58917,Pinot Noir
58918,Chardonnay
58919,Cabernet Sauvignon
58920,Merlot
58921,Cabernet Sauvignon
58922,Merlot
58923,Syrah
58924,Rosé
58925,Syrah
58926,Syrah
58927,Sauvignon Blanc
58928,Merlot
58929,Bordeaux-style Red Blend
58930,Pinot Noir
58931,Cabernet Sauvignon
58932,Merlot
58933,Syrah
58934,Bordeaux-style Red Blend
58935,Merlot
58936,Riesling
58937,Riesling
58938,Sauvignon Blanc
58939,Red Blend
58940,Cabernet Sauvignon
58941,Syrah
58942,Cabernet Sauvignon
58943,Syrah
58944,Bordeaux-style Red Blend
58945,Sauvignon Blanc
58946,Red Blend
58947,Chardonnay
58948,Syrah
58949,Sauvignon Blanc
58950,Rosé
58951,Rosé
58952,Chardonnay
58953,Pinot Noir
58954,Cabernet Sauvignon
58955,Syrah
58956,Riesling
58957,Red Blend
58958,Syrah
58959,Cabernet Sauvignon
58960,Cabernet Sauvignon
58961,Pinot Noir
58962,Bordeaux-style Red Blend
58963,Riesling
58964,Rosé
58965,Merlot
58966,Pinot Noir
58967,Rosé
58968,Bordeaux-style Red Blend
58969,Cabernet Sauvignon
58970,Sauvignon Blanc
58971,Bordeaux-style Red Blend
58972,Red Blend
58973,Bordeaux-style Red Blend
58974,Chardonnay
58975,Pinot Noir
58976,Merlot
58977,Sauvignon Blanc
58978,Red Blend
58979,Cabernet Sauvignon
58980,Red Blend
58981,Syrah
58982,Cabernet Sauvignon
58983,Sauvignon Blanc
58984,Red Blend
58985,Cabernet Sauvignon
58986,Pinot Noir
58987,Riesling
58988,Cabernet Sauvignon
58989,Chardonnay
58990,Rosé
58991,Red Blend
58992,Bordeaux-style Red Blend
58993,Red Blend
58994,Pinot Noir
58995,Syrah
58996,Rosé
58997,Riesling
58998,Sauvignon Blanc
58999,Syrah
59000,Red Blend
59001,Syrah
59002,Riesling
59003,Pinot Noir
59004,Riesling
59005,Riesling
59006,Pinot Noir
59007,Cabernet Sauvignon
59008,Rosé
59009,Sauvignon Blanc
59010,Bordeaux-style Red Blend
59011,Pinot Noir
59012,Pinot Noir
59013,Red Blend
59014,Riesling
59015,Sauvignon Blanc
59016,Riesling
59017,Riesling
59018,Sauvignon Blanc
59019,Riesling
59020,Red Blend
59021,Chardonnay
59022,Syrah
59023,Merlot
59024,Riesling
59025,Merlot
59026,Syrah
59027,Bordeaux-style Red Blend
59028,Bordeaux-style Red Blend
59029,Sauvignon Blanc
59030,Merlot
59031,Red Blend
59032,Rosé
59033,Cabernet Sauvignon
59034,Pinot Noir
59035,Riesling
59036,Bordeaux-style Red Blend
59037,Chardonnay
59038,Chardonnay
59039,Rosé
59040,Bordeaux-style Red Blend
59041,Pinot Noir
59042,Red Blend
59043,Rosé
59044,Riesling
59045,Sauvignon Blanc
59046,Cabernet Sauvignon
59047,Sauvignon Blanc
59048,Merlot
59049,Riesling
59050,Rosé
59051,Rosé
59052,Cabernet Sauvignon
59053,Pinot Noir
59054,Pinot Noir
59055,Pinot Noir
59056,Merlot
59057,Pinot Noir
59058,Chardonnay
59059,Bordeaux-style Red Blend
59060,Cabernet Sauvignon
59061,Cabernet Sauvignon
59062,Cabernet Sauvignon
59063,Chardonnay
59064,Sauvignon Blanc
59065,Pinot Noir
59066,Red Blend
59067,Rosé
59068,Bordeaux-style Red Blend
59069,Merlot
59070,Red Blend
59071,Red Blend
59072,Red Blend
59073,Chardonnay
59074,Red Blend
59075,Pinot Noir
59076,Bordeaux-style Red Blend
59077,Rosé
59078,Red Blend
59079,Sauvignon Blanc
59080,Syrah
59081,Chardonnay
59082,Riesling
59083,Cabernet Sauvignon
59084,Rosé
59085,Cabernet Sauvignon
59086,Chardonnay
59087,Merlot
59088,Chardonnay
59089,Syrah
59090,Riesling
59091,Rosé
59092,Cabernet Sauvignon
59093,Cabernet Sauvignon
59094,Red Blend
59095,Syrah
59096,Syrah
59097,Red Blend
59098,Riesling
59099,Bordeaux-style Red Blend
59100,Bordeaux-style Red Blend
59101,Riesling
59102,Pinot Noir
59103,Merlot
59104,Pinot Noir
59105,Red Blend
59106,Cabernet Sauvignon
59107,Bordeaux-style Red Blend
59108,Merlot
59109,Rosé
59110,Rosé
59111,Cabernet Sauvignon
59112,Rosé
59113,Rosé
59114,Cabernet Sauvignon
59115,Riesling
59116,Riesling
59117,Rosé
59118,Bordeaux-style Red Blend
59119,Merlot
59120,Syrah
59121,Chardonnay
59122,Bordeaux-style Red Blend
59123,Sauvignon Blanc
59124,Cabernet Sauvignon
59125,Syrah
59126,Merlot
59127,Syrah
59128,Riesling
59129,Chardonnay
59130,Pinot Noir
59131,Cabernet Sauvignon
59132,Pinot Noir
59133,Bordeaux-style Red Blend
59134,Bordeaux-style Red Blend
59135,Bordeaux-style Red Blend
59136,Chardonnay
59137,Syrah
59138,Sauvignon Blanc
59139,Riesling
59140,Red Blend
59141,Sauvignon Blanc
59142,Merlot
59143,Chardonnay
59144,Riesling
59145,Merlot
59146,Cabernet Sauvignon
59147,Sauvignon Blanc
59148,Sauvignon Blanc
59149,Rosé
59150,Rosé
59151,Syrah
59152,Cabernet Sauvignon
59153,Red Blend
59154,Pinot Noir
59155,Pinot Noir
59156,Pinot Noir
59157,Sauvignon Blanc
59158,Sauvignon Blanc
59159,Bordeaux-style Red Blend
59160,Riesling
59161,Red Blend
59162,Bordeaux-style Red Blend
59163,Red Blend
59164,Cabernet Sauvignon
59165,Bordeaux-style Red Blend
59166,Sauvignon Blanc
59167,Pinot Noir
59168,Red Blend
59169,Chardonnay
59170,Sauvignon Blanc
59171,Chardonnay
59172,Red Blend
59173,Riesling
59174,Syrah
59175,Chardonnay
59176,Rosé
59177,Pinot Noir
59178,Sauvignon Blanc
59179,Merlot
59180,Riesling
59181,Cabernet Sauvignon
59182,Rosé
59183,Rosé
59184,Sauvignon Blanc
59185,Sauvignon Blanc
59186,Sauvignon Blanc
59187,Red Blend
59188,Cabernet Sauvignon
59189,Red Blend
59190,Merlot
59191,Red Blend
59192,Bordeaux-style Red Blend
59193,Syrah
59194,Cabernet Sauvignon
59195,Chardonnay
59196,Sauvignon Blanc
59197,Merlot
59198,Sauvignon Blanc
59199,Red Blend
59200,Rosé
59201,Riesling
59202,Riesling
59203,Cabernet Sauvignon
59204,Bordeaux-style Red Blend
59205,Merlot
59206,Bordeaux-style Red Blend
59207,Cabernet Sauvignon
59208,Chardonnay
59209,Riesling
59210,Rosé
59211,Bordeaux-style Red Blend
59212,Syrah
59213,Bordeaux-style Red Blend
59214,Merlot
59215,Cabernet Sauvignon
59216,Cabernet Sauvignon
59217,Rosé
59218,Chardonnay
59219,Merlot
59220,Rosé
59221,Syrah
59222,Bordeaux-style Red Blend
59223,Rosé
59224,Merlot
59225,Rosé
59226,Red Blend
59227,Riesling
59228,Chardonnay
59229,Pinot Noir
59230,Riesling
59231,Bordeaux-style Red Blend
59232,Cabernet Sauvignon
59233,Rosé
59234,Syrah
59235,Pinot Noir
59236,Bordeaux-style Red Blend
59237,Merlot
59238,Red Blend
59239,Chardonnay
59240,Rosé
59241,Red Blend
59242,Chardonnay
59243,Chardonnay
59244,Red Blend
59245,Syrah
59246,Syrah
59247,Riesling
59248,Rosé
59249,Sauvignon Blanc
59250,Cabernet Sauvignon
59251,Red Blend
59252,Chardonnay
59253,Syrah
59254,Pinot Noir
59255,Chardonnay
59256,Pinot Noir
59257,Chardonnay
59258,Sauvignon Blanc
59259,Riesling
59260,Syrah
59261,Pinot Noir
59262,Rosé
59263,Syrah
59264,Riesling
59265,Rosé
59266,Syrah
59267,Red Blend
59268,Red Blend
59269,Merlot
59270,Bordeaux-style Red Blend
59271,Riesling
59272,Cabernet Sauvignon
59273,Red Blend
59274,Sauvignon Blanc
59275,Rosé
59276,Rosé
59277,Pinot Noir
59278,Syrah
59279,Merlot
59280,Rosé
59281,Merlot
59282,Rosé
59283,Chardonnay
59284,Rosé
59285,Rosé
59286,Bordeaux-style Red Blend
59287,Bordeaux-style Red Blend
59288,Bordeaux-style Red Blend
59289,Rosé
59290,Sauvignon Blanc
59291,Syrah
59292,Cabernet Sauvignon
59293,Sauvignon Blanc
59294,Bordeaux-style Red Blend
59295,Syrah
59296,Bordeaux-style Red Blend
59297,Sauvignon Blanc
59298,Sauvignon Blanc
59299,Bordeaux-style Red Blend
59300,Bordeaux-style Red Blend
59301,Pinot Noir
59302,Rosé
59303,Red Blend
59304,Red Blend
59305,Red Blend
59306,Syrah
59307,Pinot Noir
59308,Chardonnay
59309,Syrah
59310,Rosé
59311,Rosé
59312,Red Blend
59313,Riesling
59314,Chardonnay
59315,Rosé
59316,Red Blend
59317,Sauvignon Blanc
59318,Red Blend
59319,Red Blend
59320,Rosé
59321,Sauvignon Blanc
59322,Bordeaux-style Red Blend
59323,Rosé
59324,Syrah
59325,Pinot Noir
59326,Bordeaux-style Red Blend
59327,Merlot
59328,Riesling
59329,Rosé
59330,Syrah
59331,Red Blend
59332,Bordeaux-style Red Blend
59333,Red Blend
59334,Sauvignon Blanc
59335,Syrah
59336,Merlot
59337,Pinot Noir
59338,Riesling
59339,Pinot Noir
59340,Syrah
59341,Chardonnay
59342,Chardonnay
59343,Cabernet Sauvignon
59344,Red Blend
59345,Sauvignon Blanc
59346,Chardonnay
59347,Rosé
59348,Bordeaux-style Red Blend
59349,Cabernet Sauvignon
59350,Pinot Noir
59351,Merlot
59352,Syrah
59353,Red Blend
59354,Rosé
59355,Rosé
59356,Riesling
59357,Pinot Noir
59358,Syrah
59359,Red Blend
59360,Merlot
59361,Syrah
59362,Rosé
59363,Rosé
59364,Syrah
59365,Cabernet Sauvignon
59366,Riesling
59367,Cabernet Sauvignon
59368,Sauvignon Blanc
59369,Bordeaux-style Red Blend
59370,Cabernet Sauvignon
59371,Red Blend
59372,Riesling
59373,Riesling
59374,Sauvignon Blanc
59375,Bordeaux-style Red Blend
59376,Pinot Noir
59377,Riesling
59378,Red Blend
59379,Chardonnay
59380,Sauvignon Blanc
59381,Riesling
59382,Rosé
59383,Bordeaux-style Red Blend
59384,Cabernet Sauvignon
59385,Pinot Noir
59386,Bordeaux-style Red Blend
59387,Pinot Noir
59388,Riesling
59389,Syrah
59390,Riesling
59391,Bordeaux-style Red Blend
59392,Rosé
59393,Pinot Noir
59394,Red Blend
59395,Chardonnay
59396,Merlot
59397,Syrah
59398,Sauvignon Blanc
59399,Riesling
59400,Cabernet Sauvignon
59401,Bordeaux-style Red Blend
59402,Merlot
59403,Chardonnay
59404,Bordeaux-style Red Blend
59405,Chardonnay
59406,Merlot
59407,Cabernet Sauvignon
59408,Red Blend
59409,Riesling
59410,Chardonnay
59411,Merlot
59412,Riesling
59413,Pinot Noir
59414,Pinot Noir
59415,Chardonnay
59416,Rosé
59417,Pinot Noir
59418,Sauvignon Blanc
59419,Riesling
59420,Merlot
59421,Pinot Noir
59422,Sauvignon Blanc
59423,Syrah
59424,Rosé
59425,Cabernet Sauvignon
59426,Sauvignon Blanc
59427,Sauvignon Blanc
59428,Syrah
59429,Pinot Noir
59430,Sauvignon Blanc
59431,Sauvignon Blanc
59432,Pinot Noir
59433,Red Blend
59434,Riesling
59435,Riesling
59436,Syrah
59437,Red Blend
59438,Merlot
59439,Cabernet Sauvignon
59440,Bordeaux-style Red Blend
59441,Sauvignon Blanc
59442,Chardonnay
59443,Riesling
59444,Riesling
59445,Riesling
59446,Cabernet Sauvignon
59447,Red Blend
59448,Cabernet Sauvignon
59449,Red Blend
59450,Rosé
59451,Sauvignon Blanc
59452,Merlot
59453,Rosé
59454,Riesling
59455,Sauvignon Blanc
59456,Bordeaux-style Red Blend
59457,Riesling
59458,Bordeaux-style Red Blend
59459,Sauvignon Blanc
59460,Sauvignon Blanc
59461,Syrah
59462,Chardonnay
59463,Sauvignon Blanc
59464,Syrah
59465,Merlot
59466,Sauvignon Blanc
59467,Rosé
59468,Merlot
59469,Pinot Noir
59470,Chardonnay
59471,Syrah
59472,Riesling
59473,Chardonnay
59474,Sauvignon Blanc
59475,Rosé
59476,Bordeaux-style Red Blend
59477,Chardonnay
59478,Riesling
59479,Syrah
59480,Rosé
59481,Bordeaux-style Red Blend
59482,Cabernet Sauvignon
59483,Riesling
59484,Sauvignon Blanc
59485,Syrah
59486,Cabernet Sauvignon
59487,Pinot Noir
59488,Red Blend
59489,Merlot
59490,Merlot
59491,Chardonnay
59492,Merlot
59493,Chardonnay
59494,Cabernet Sauvignon
59495,Syrah
59496,Chardonnay
59497,Merlot
59498,Bordeaux-style Red Blend
59499,Pinot Noir
59500,Red Blend
59501,Merlot
59502,Red Blend
59503,Chardonnay
59504,Syrah
59505,Red Blend
59506,Rosé
59507,Red Blend
59508,Chardonnay
59509,Rosé
59510,Cabernet Sauvignon
59511,Rosé
59512,Rosé
59513,Bordeaux-style Red Blend
59514,Merlot
59515,Riesling
59516,Merlot
59517,Riesling
59518,Chardonnay
59519,Sauvignon Blanc
59520,Riesling
59521,Sauvignon Blanc
59522,Syrah
59523,Chardonnay
59524,Riesling
59525,Riesling
59526,Merlot
59527,Syrah
59528,Red Blend
59529,Syrah
59530,Bordeaux-style Red Blend
59531,Riesling
59532,Cabernet Sauvignon
59533,Merlot
59534,Bordeaux-style Red Blend
59535,Riesling
59536,Cabernet Sauvignon
59537,Red Blend
59538,Red Blend
59539,Cabernet Sauvignon
59540,Syrah
59541,Syrah
59542,Sauvignon Blanc
59543,Syrah
59544,Red Blend
59545,Sauvignon Blanc
59546,Red Blend
59547,Merlot
59548,Sauvignon Blanc
